callsign|channel|city|state|licensee|lat|lon
WSB-TV|32|ATLANTA|GA|GEORGIA TELEVISION, LLC|33.764361|-84.361583
WSBE-TV|2|PROVIDENCE|RI|OCEAN STATE MEDIA GROUP|41.865389|-71.286861
WSBK-TV|21|BOSTON|MA|CBS TELEVISION LICENSES LLC|42.310278|-71.236667
WSBS-TV|3|KEY WEST|FL|WSBS LICENSING, INC.|24.555500|-81.801250
WSBT-TV|29|SOUTH BEND|IN|WSBT LICENSEE, LLC|41.616667|-86.216944
WSCG|35|BAXLEY|GA|RADIANT LIFE MINISTRIES, INC.|32.046111|-81.340556
WSCV|30|FORT LAUDERDALE|FL|NBC TELEMUNDO LICENSE LLC|25.986111|-80.193417
WSEC|18|JACKSONVILLE|IL|BOARD OF TRUSTEES OF SOUTHERN ILLINOIS UNIVERSITY|39.602667|-90.046194
WSEE-TV|21|ERIE|PA|LILLY BROADCASTING OF PENNSYLVANIA, LLC|42.037778|-80.061944
WSES|36|TUSCALOOSA|AL|HSH BIRMINGHAM (WSES & WGWW) LICENSE, LLC|33.480000|-87.430556
WSET-TV|7|LYNCHBURG|VA|WSET LICENSEE, LLC|37.315278|-79.634722
WSFA|8|MONTGOMERY|AL|GRAY TELEVISION LICENSEE, LLC|31.974722|-86.162222
WSFJ-TV|19|LONDON|OH|ION TELEVISION LICENSE, LLC|39.971111|-83.027778
WSFL-TV|27|MIAMI|FL|SCRIPPS BROADCASTING HOLDINGS LLC|25.968889|-80.221944
WSFX-TV|29|WILMINGTON|NC|WSFX LICENSE SUBSIDIARY, LLC|34.131667|-78.187778
WSIL-TV|34|HARRISBURG|IL|HARRISBURG TV LICENSE COMPANY, LLC|37.613889|-88.872222
WSIU-TV|8|CARBONDALE|IL|BOARD OF TRUSTEES OF SOUTHERN ILLINOIS UNIVERSITY|38.103056|-89.244444
WSJV|30|ELKHART|IN|WSBT LICENSEE, LLC|41.616667|-86.216944
WSKA|25|CORNING|NY|WSKG PUBLIC TELECOMMUNICATIONS COUNCIL|42.142000|-77.077444
WSKG-TV|31|BINGHAMTON|NY|WSKG PUBLIC TELECOMMUNICATIONS COUNCIL|42.061167|-75.945611
WSKY-TV|13|MANTEO|NC|TIDEWATER TV LLC|36.520833|-76.304167
WSLN|9|FREEPORT|IL|GRAY TELEVISION LICENSEE, LLC|42.296750|-89.170833
WSLS-TV|34|ROANOKE|VA|GRAHAM MEDIA GROUP, VIRGINIA, LLC|37.200917|-80.148000
WSMH|16|FLINT|MI|WSMH LICENSEE, LLC|43.225306|-84.075806
WSMV-TV|10|NASHVILLE|TN|GRAY TELEVISION LICENSEE, LLC|36.140833|-86.865556
WSNS-TV|29|CHICAGO|IL|NBC TELEMUNDO LICENSE LLC|41.878917|-87.636167
WSOC-TV|19|CHARLOTTE|NC|WSOC TELEVISION, LLC|35.261417|-80.726806
WSPA-TV|11|SPARTANBURG|SC|NEXSTAR MEDIA INC.|35.170194|-82.290500
WSPX-TV|36|SYRACUSE|NY|ION TELEVISION LICENSE, LLC|42.945000|-76.024167
WSRE|24|PENSACOLA|FL|THE DISTRICT BOARD OF TRUSTEES, PENSACOLA STATE COLLEGE, FL.|30.611389|-87.607333
WSST-TV|34|CORDELE|GA|MARQUEE BROADCASTING GEORGIA, INC.|31.893333|-83.805000
WSTM-TV|19|SYRACUSE|NY|WSTQ LICENSEE, LLC|42.944944|-76.118389
WSTR-TV|18|CINCINNATI|OH|WSTR ACQUISITION, LLC|39.200278|-84.522778
WSVN|9|MIAMI|FL|SUNBEAM TELEVISION CORPORATION|25.966944|-80.211667
WSWB|34|SCRANTON|PA|WQMY LICENSEE, LLC|41.435861|-75.728417
WSWG|31|VALDOSTA|GA|MARQUEE BROADCASTING GEORGIA, INC.|31.171861|-83.365722
WSWP-TV|8|GRANDVIEW|WV|WEST VIRGINIA EDUCATIONAL BROADCASTING AUTHORITY|37.896222|-80.988972
WSYM-TV|28|LANSING|MI|SCRIPPS BROADCASTING HOLDINGS LLC|42.467500|-84.651667
WSYR-TV|17|SYRACUSE|NY|NEXSTAR MEDIA INC.|42.945000|-76.024167
WSYT|14|SYRACUSE|NY|SYRACUSE LICENSE LLC|42.880611|-76.199639
WSYX|28|COLUMBUS|OH|WSYX LICENSEE, INC.|39.937222|-83.021111
WTAE-TV|27|PITTSBURGH|PA|HEARST STATIONS INC.|40.280278|-79.802778
WTAJ-TV|24|ALTOONA|PA|NEXSTAR MEDIA INC.|40.566944|-78.441389
WTAP-TV|35|PARKERSBURG|WV|GRAY TELEVISION LICENSEE, LLC|39.349944|-81.565389
WTAT-TV|17|CHARLESTON|SC|WTAT LICENSEE, LLC|32.940278|-79.695556
WTBY-TV|23|JERSEY CITY|NJ|TRINITY BROADCASTING OF NEW YORK, INC.|40.748333|-73.985833
WTCE-TV|18|FORT PIERCE|FL|JACKSONVILLE EDUCATORS BROADCASTING, INC.|27.025556|-80.178306
WTCI|35|CHATTANOOGA|TN|THE GREATER CHATTANOOGA PUBLIC TELEVISION CORP|35.207222|-85.281111
WTCT|30|MARION|IL|RADIANT LIFE MINISTRIES, INC.|37.557222|-89.023333
WTEN|24|ALBANY|NY|NEXSTAR MEDIA INC.|42.625361|-74.010194
WTGL|34|LEESBURG|FL|GOOD LIFE BROADCASTING, INC.|28.602222|-81.093333
WTGS|26|HARDEEVILLE|SC|WTGS LICENSEE, LLC|32.046111|-81.340556
WTHI-TV|10|TERRE HAUTE|IN|GRAY TELEVISION LICENSEE, LLC|39.242417|-87.384917
WTHR|13|INDIANAPOLIS|IN|VIDEOINDIANA, INC.|39.928611|-86.181944
WTIC-TV|34|HARTFORD|CT|TEGNA BROADCAST HOLDINGS, LLC|41.703611|-72.831944
WTIU|33|BLOOMINGTON|IN|TRUSTEES OF INDIANA UNIVERSITY|39.141944|-86.495250
WTJP-TV|26|GADSDEN|AL|TRINITY BROADCASTING OF TEXAS, INC.|33.814722|-86.448611
WTJR|32|QUINCY|IL|CHRISTIAN TELEVISION NETWORK, INC.|39.972028|-91.327889
WTKR|16|NORFOLK|VA|SCRIPPS BROADCASTING HOLDINGS LLC|36.808833|-76.503139
WTLF|24|TALLAHASSEE|FL|WTWC LICENSEE, LLC|30.680639|-83.972389
WTLH|19|BAINBRIDGE|GA|NEW AGE MEDIA OF TALLAHASSEE LICENSE, LLC|30.680639|-83.972389
WTLJ|24|MUSKEGON|MI|RADIANT LIFE MINISTRIES, INC.|42.956944|-85.901944
WTLV|13|JACKSONVILLE|FL|MULTIMEDIA HOLDINGS CORPORATION|30.273611|-81.553333
WTLW|4|LIMA|OH|MARQUEE BROADCASTING OHIO, INC.|40.763056|-84.183611
WTMJ-TV|32|MILWAUKEE|WI|SCRIPPS BROADCASTING HOLDINGS LLC|43.091389|-87.901944
WTNH|10|NEW HAVEN|CT|NEXSTAR MEDIA INC.|41.422833|-72.951361
WTNZ|15|KNOXVILLE|TN|MARBLE CITY TV LLC|35.995667|-83.956417
WTOC-TV|23|SAVANNAH|GA|GRAY TELEVISION LICENSEE, LLC|32.054167|-81.350000
WTOG|19|ST. PETERSBURG|FL|CBS OPERATIONS INVESTMENTS INC.|27.847639|-82.263722
WTOK-TV|13|MERIDIAN|MS|GRAY TELEVISION LICENSEE, LLC|32.327500|-88.691111
WTOL|11|TOLEDO|OH|WTOL TELEVISION, LLC|41.672778|-83.379722
WTOM-TV|16|CHEBOYGAN|MI|WPBN LICENSEE, LLC|45.650278|-84.343611
WTOV-TV|9|STEUBENVILLE|OH|WTOV LICENSEE, LLC|40.342583|-80.620361
WTPC-TV|7|VIRGINIA BEACH|VA|TRINITY BROADCASTING OF TEXAS, INC.|36.808833|-76.503139
WTPX-TV|19|ANTIGO|WI|ION TELEVISION LICENSE, LLC|45.059167|-89.436111
WTRF-TV|7|WHEELING|WV|NEXSTAR MEDIA INC.|40.061472|-80.752028
WTSF|13|ASHLAND|KY|WORD OF GOD FELLOWSHIP, INC.|38.419722|-82.401667
WTSP|10|ST. PETERSBURG|FL|TEGNA|27.819667|-82.260556
WTTA|9|ST. PETERSBURG|FL|NEXSTAR MEDIA INC.|27.842500|-82.262222
WTTE|27|COLUMBUS|OH|COLUMBUS (WTTE-TV) LICENSEE, INC.|39.937222|-83.021111
WTTG|36|WASHINGTON|DC|FOX TELEVISION STATIONS, LLC|38.963861|-77.104778
WTTK|15|KOKOMO|IN|TRIBUNE MEDIA COMPANY|39.888889|-86.201944
WTTO|21|HOMEWOOD|AL|WTTO LICENSEE, LLC|33.484667|-86.807000
WTTV|27|BLOOMINGTON|IN|TRIBUNE MEDIA COMPANY|39.407500|-86.147778
WTTW|25|CHICAGO|IL|WINDOW TO THE WORLD COMMUNICATIONS, INC.|41.878917|-87.636167
WTVA|11|TUPELO|MS|GRAY TELEVISION LICENSEE, LLC|33.794444|-89.087778
WTVC|9|CHATTANOOGA|TN|WTVC LICENSEE, LLC|35.160750|-85.318278
WTVD|9|DURHAM|NC|WTVD TELEVISION, LLC|35.668333|-78.532778
WTVE|22|WILLOW GROVE|PA|RNN NATIONAL, LLC|40.041694|-75.236139
WTVF|36|NASHVILLE|TN|SCRIPPS BROADCASTING HOLDINGS LLC|36.268056|-86.787778
WTVG|13|TOLEDO|OH|GRAY TELEVISION LICENSEE, LLC|41.683333|-83.413611
WTVH|18|SYRACUSE|NY|DEERFIELD MEDIA (SYRACUSE) LICENSEE LLC|42.944944|-76.118389
WTVI|9|CHARLOTTE|NC|CENTRAL PIEDMONT COMMUNITY COLLEGE|35.287500|-80.695556
WTVJ|31|MIAMI|FL|NBC TELEMUNDO LICENSE LLC|25.968972|-80.222000
WTVK|10|OSWEGO|IL|FOUR SEASONS PEORIA, LLC|41.898917|-87.623111
WTVM|11|COLUMBUS|GA|GRAY TELEVISION LICENSEE, LLC|32.321222|-84.791167
WTVO|16|ROCKFORD|IL|MISSION BROADCASTING, INC.|42.287222|-89.170833
WTVP|35|PEORIA|IL|ILLINOIS VALLEY PUBLIC TELECOMMUNICATIONS CORPORATION|40.628889|-89.570000
WTVQ-DT|27|LEXINGTON|KY|SCRIPPS BROADCASTING HOLDINGS LLC|38.034167|-84.394167
WTVR-TV|23|RICHMOND|VA|SCRIPPS BROADCASTING HOLDINGS LLC|37.512667|-77.601333
WTVS|20|DETROIT|MI|DETROIT PUBLIC MEDIA|42.447917|-83.173083
WTVT|12|TAMPA|FL|NEW WORLD COMMUNICATIONS OF TAMPA, INC.|27.819167|-82.240278
WTVW|22|EVANSVILLE|IN|MISSION BROADCASTING, INC.|37.865833|-87.567778
WTVX|20|FORT PIERCE|FL|WTVX LICENSEE, LLC|27.122222|-80.388611
WTVY|36|DOTHAN|AL|GRAY TELEVISION LICENSEE LLC|30.920000|-85.741667
WTVZ-TV|33|NORFOLK|VA|WTVZ LICENSEE, LLC|36.808833|-76.503139
WTWC-TV|22|TALLAHASSEE|FL|WTWC LICENSEE, LLC|30.680639|-83.972389
WTWO|35|TERRE HAUTE|IN|NEXSTAR MEDIA INC.|39.242500|-87.391389
WTWV|23|MEMPHIS|TN|FAITH COMMUNITY TELEVISION, INC.|35.209528|-89.817056
WTXF-TV|31|PHILADELPHIA|PA|FOX TELEVISION STATIONS, LLC|40.040556|-75.238333
WTXL-TV|27|TALLAHASSEE|FL|SCRIPPS BROADCASTING HOLDINGS LLC|30.668611|-83.969444
WUAB|10|LORAIN|OH|GRAY TELEVISION LICENSEE, LLC|41.379167|-81.719722
WUCF-TV|34|ORLANDO|FL|UNIVERSITY OF CENTRAL FLORIDA BOARD OF TRUSTEES|28.602222|-81.093333
WUCW|22|MINNEAPOLIS|MN|KLGT LICENSEE, LLC|45.062222|-93.139444
WUFT|36|GAINESVILLE|FL|BOARD OF TRUSTEES, UNIVERSITY OF FLORIDA|29.709694|-82.394278
WUHF|28|ROCHESTER|NY|WUHF LICENSEE, LLC|43.134861|-77.584917
WUNC-TV|20|CHAPEL HILL|NC|UNIVERSITY OF NORTH CAROLINA|35.866389|-79.166806
WUND-TV|29|EDENTON|NC|UNIVERSITY OF NORTH CAROLINA|35.900278|-76.345556
WUNE-TV|36|LINVILLE|NC|UNIVERSITY OF NORTH CAROLINA|36.063889|-81.842222
WUNF-TV|20|ASHEVILLE|NC|UNIVERSITY OF NORTH CAROLINA|35.473722|-83.322917
WUNG-TV|21|CONCORD|NC|UNIVERSITY OF NORTH CAROLINA|35.358528|-80.610111
WUNI|27|MARLBOROUGH|MA|UNIMAS BOSTON LLC|42.384083|-71.493139
WUNJ-TV|21|WILMINGTON|NC|UNIVERSITY OF NORTH CAROLINA|34.321444|-78.228167
WUNK-TV|25|GREENVILLE|NC|UNIVERSITY OF NORTH CAROLINA|35.553056|-77.601333
WUNL-TV|33|WINSTON-SALEM|NC|UNIVERSITY OF NORTH CAROLINA|36.375472|-80.371528
WUNM-TV|28|JACKSONVILLE|NC|UNIVERSITY OF NORTH CAROLINA|35.104444|-77.336389
WUNP-TV|27|ROANOKE RAPIDS|NC|UNIVERSITY OF NORTH CAROLINA|36.291444|-77.835944
WUNU|30|LUMBERTON|NC|UNIVERSITY OF NORTH CAROLINA|34.797500|-79.044722
WUNW|27|CANTON|NC|UNIVERSITY OF NORTH CAROLINA|35.176778|-82.681528
WUPA|36|ATLANTA|GA|ATLANTA TELEVISION STATION WUPA INC.|33.807333|-84.339306
WUPL|17|SLIDELL|LA|BELO TV, INC.|29.906361|-90.039472
WUPV|8|ASHLAND|VA|GRAY TELEVISION LICENSEE, LLC|37.742222|-77.253889
WUPW|26|TOLEDO|OH|WUPW LICENSE SUBSIDIARY, LLC|41.656111|-83.444722
WUPX-TV|25|RICHMOND|KY|INYO BROADCAST LICENSES LLC|37.788333|-84.680278
WUSA|9|WASHINGTON|DC|WUSA-TV, INC.|38.950278|-77.079444
WUSI-TV|23|OLNEY|IL|BOARD OF TRUSTEES OF SOUTHERN ILLINOIS UNIVERSITY|38.838611|-88.129722
WUTB|26|BALTIMORE|MD|CHESAPEAKE TELEVISION LICENSEE, LLC|39.336222|-76.649417
WUTF-TV|19|WORCESTER|MA|ENTRAVISION HOLDINGS, LLC|42.310278|-71.236667
WUTR|30|UTICA|NY|MISSION BROADCASTING, INC.|43.145278|-75.176111
WUTV|32|BUFFALO|NY|WUTV LICENSEE, LLC|43.025611|-78.928361
WUVC-DT|22|FAYETTEVILLE|NC|WUVC LICENSE PARTNERSHIP, G.P.|35.512194|-78.977722
WUVG-DT|18|ATHENS|GA|UNIVISION ATLANTA LLC|33.807333|-84.339306
WUVN|22|HARTFORD|CT|ENTRAVISION HOLDINGS, LLC|41.708333|-72.475556
WUVP-DT|17|VINELAND|NJ|UNVISION PHILADELPHIA LLC|40.041917|-75.239417
WUXP-TV|21|NASHVILLE|TN|WUXP LICENSEE, LLC|36.263833|-86.794139
WVAH-TV|24|CHARLESTON|WV|WVAH LICENSEE, LLC|38.407778|-81.903333
WVAN-TV|8|SAVANNAH|GA|GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION|32.146944|-81.617778
WVBT|21|VIRGINIA BEACH|VA|NEXSTAR MEDIA INC.|36.820833|-76.511111
WVCY-TV|31|MILWAUKEE|WI|VCY AMERICA, INC.|43.090556|-87.897222
WVEA-TV|20|TAMPA|FL|UNIMAS TAMPA LLC|27.847639|-82.263722
WVEC|35|HAMPTON|VA|WVEC TELEVISION, LLC|36.816667|-76.468056
WVEN-TV|22|MELBOURNE|FL|UNIMAS ORLANDO, INC.|28.586833|-81.082639
WVFX|13|CLARKSBURG|WV|GRAY TELEVISION LICENSEE, LLC|39.300556|-80.343333
WVIA-TV|21|SCRANTON|PA|NORTHEASTERN PENNSYLVANIA EDUCATIONAL TELEVISION ASSOCIATION|41.182111|-75.870833
WVIR-TV|2|CHARLOTTESVILLE|VA|GRAY TELEVISION LICENSEE, LLC|37.983611|-78.481389
WVIT|31|NEW BRITAIN|CT|NBC TELEMUNDO LICENSE LLC|41.700556|-72.831944
WVIZ|35|CLEVELAND|OH|IDEASTREAM|41.386083|-81.689083
WVLA-TV|34|BATON ROUGE|LA|KNIGHT BROADCASTING OF BATON ROUGE LICENSE CORP.|30.326278|-91.276694
WVLR|36|TAZEWELL|TN|VOLUNTEER CHRISTIAN TELEVISION, INC.|36.258417|-83.628500
WVLT-TV|34|KNOXVILLE|TN|GRAY TELEVISION LICENSEE, LLC|35.995667|-83.956417
WVNS-TV|11|LEWISBURG|WV|NEXSTAR MEDIA, INC.|37.772917|-80.707139
WVPB-TV|9|HUNTINGTON|WV|WEST VIRGINIA EDUCATIONAL BROADCASTING AUTHORITY|38.494806|-82.200694
WVPT|15|STAUNTON|VA|VPM MEDIA CORPORATION|37.983333|-78.483611
WVPX-TV|22|AKRON|OH|INYO BROADCAST LICENSES LLC|41.055556|-81.593611
WVPY|15|NEW MARKET|VA|VPM MEDIA CORPORATION|38.601083|-78.632444
WVTM-TV|7|BIRMINGHAM|AL|WVTM HEARST TELEVISION INC.|33.490556|-86.796667
WVTV|27|MILWAUKEE|WI|RINCON BROADCASTING MILWAUKEE LLC|43.096667|-87.905000
WVUA|6|TUSCALOOSA|AL|THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ALABAMA|33.483889|-86.805833
WVUE-DT|29|NEW ORLEANS|LA|GRAY TELEVISION LICENSEE, LLC|29.954139|-89.949528
WVUT|31|VINCENNES|IN|BOARD OF TRUSTEES FOR THE VINCENNES UNIV.|38.651667|-87.476944
WVVA|17|BLUEFIELD|WV|GRAY TELEVISION LICENSEE, LLC|37.255861|-81.181472
WWAY|24|WILMINGTON|NC|WWAY-TV, LLC|34.131667|-78.187778
WWBT|10|RICHMOND|VA|GRAY TELEVISION LICENSEE, LLC|37.506389|-77.503056
WWCP-TV|8|JOHNSTOWN|PA|JOHNSTOWN (WWCP-TV) LICENSEE, INC.|40.181028|-79.151500
WWCW|21|LYNCHBURG|VA|NEXSTAR MEDIA INC.|37.320833|-79.632500
WWDP|10|NORWELL|MA|RNN BOSTON LICENSE CO., LLC|42.010556|-71.044444
WWHO|23|CHILLICOTHE|OH|WWHO LICENSEE, LLC|39.937222|-83.021111
WWJ-TV|21|DETROIT|MI|CBS BROADCASTING INC.|42.447917|-83.173083
WWJE-DT|27|DERRY|NH|UNIVISION LOCAL MEDIA INC.|42.384083|-71.493139
WWJX|23|JACKSON|MS|RADIANT LIFE MINISTRIES, INC.|32.208056|-90.413889
WWL-TV|27|NEW ORLEANS|LA|WWL-TV, INC.|29.906361|-90.039472
WWLP|11|SPRINGFIELD|MA|NEXSTAR MEDIA INC.|42.084722|-72.703333
WWMB|26|FLORENCE|SC|WWMB LICENSEE, LLC|34.367500|-79.330000
WWMT|8|KALAMAZOO|MI|WWMT LICENSEE, LLC|42.632222|-85.537778
WWNY-TV|8|CARTHAGE|NY|-|43.954167|-75.728889
WWOR-TV|25|SECAUCUS|NJ|FOX TELEVISION STATIONS, LLC|40.713000|-74.013139
WWPB|29|HAGERSTOWN|MD|MARYLAND PUBLIC BROADCASTING COMMISSION|39.651111|-77.970556
WWPX-TV|13|MARTINSBURG|WV|ION TELEVISION LICENSE, LLC|39.239167|-77.771111
WWRS-TV|34|MAYVILLE|WI|TRINITY BROADCASTING OF TEXAS, INC.|43.436500|-88.526083
WWSB|24|SARASOTA|FL|GRAY TELEVISION LICENSEE, LLC|27.558444|-82.365861
WWSI|28|MOUNT LAUREL|NJ|NBC TELEMUNDO LICENSE LLC|40.041694|-75.236139
WWTI|31|WATERTOWN|NY|NEXSTAR BROADCASTING, INC.|43.879722|-75.719722
WWTO-TV|32|NAPERVILLE|IL|TRINITY BROADCASTING OF TEXAS, INC.|41.898917|-87.623111
WWTV|9|CADILLAC|MI|HERITAGE BROADCASTING COMPANY OF MICHIGAN|44.136667|-85.342500
WWTW|23|SENATOBIA|MS|MEMPHIS EDUCATIONAL TELEVISION, INC.|35.209528|-89.817056
WWUP-TV|10|SAULT STE. MARIE|MI|HERITAGE BROADCASTING COMPANY OF MICHIGAN|46.060000|-84.099167
WXBU|32|LANCASTER|PA|WXBU LICENSEE, LLC|40.345306|-76.868972
WXCW|32|NAPLES|FL|SUN BROADCASTING, INC.|26.800778|-81.762306
WXEL-TV|29|BOYNTON BEACH|FL|SOUTH FLORIDA PBS, INC.|25.958611|-80.211944
WXFT-DT|22|AURORA|IL|UNIMAS CHICAGO LLC|41.878889|-87.635556
WXGA-TV|7|WAYCROSS|GA|GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION|31.223000|-82.577917
WXIA-TV|10|ATLANTA|GA|PACIFIC AND SOUTHERN, LLC|33.756667|-84.331944
WXII-TV|16|WINSTON-SALEM|NC|HEARST PROPERTIES INC.|36.375167|-80.373667
WXIN|22|INDIANAPOLIS|IN|TRIBUNE MEDIA COMPANY|39.888889|-86.201944
WXIX-TV|15|NEWPORT|KY|GRAY TELEVISION LICENSEE, LLC|39.121944|-84.547778
WXLV-TV|29|WINSTON-SALEM|NC|WXLV LICENSEE, LLC|35.867389|-79.823722
WXMI|19|GRAND RAPIDS|MI|SCRIPPS BROADCASTING HOLDINGS LLC|42.687500|-85.532500
WXOW|28|LA CROSSE|WI|LA CROSSE TV LICENSE COMPANY, LLC|43.806389|-91.367500
WXPX-TV|29|BRADENTON|FL|ION MEDIA LICENSE COMPANY, LLC|27.819667|-82.260556
WXTV-DT|26|PATERSON|NJ|WXTV LICENSE PARTNERSHIP, G.P.|40.748333|-73.985833
WXTX|24|COLUMBUS|GA|WXTX LICENSE SUBSIDIARY, LLC|32.461389|-84.878611
WXXA-TV|8|ALBANY|NY|MISSION BROADCASTING, INC.|42.625361|-74.010194
WXXI-TV|22|ROCHESTER|NY|WXXI PUBLIC BROADCASTING COUNCIL|43.135278|-77.583889
WXXV-TV|25|GULFPORT|MS|MORRIS NETWORK OF MISSISSIPPI, INC.|30.746944|-89.058333
WXYZ-TV|25|DETROIT|MI|SCRIPPS BROADCASTING HOLDINGS LLC|42.470556|-83.250278
WYCI|34|SARANAC LAKE|NY|GRAY TELEVISION LICENSEE, LLC|44.341139|-74.128194
WYCW|11|ASHEVILLE|NC|NEXSTAR MEDIA INC.|35.170111|-82.290667
WYDC|30|CORNING|NY|CTNY LICENSE LLC|42.142000|-77.077444
WYDN|23|LOWELL|MA|EDUCATIONAL PUBLIC TV CORPORATION|43.184444|-71.319444
WYDO|19|GREENVILLE|NC|WCTI LICENSEE, LLC|35.104444|-77.336389
WYES-TV|28|NEW ORLEANS|LA|THE GREATER NEW ORLEANS EDUCATIONAL TELEVISION FOUNDATION|29.953889|-89.949444
WYFF|30|GREENVILLE|SC|WYFF HEARST TELEVISION INC.|35.111944|-82.606389
WYIN|17|GARY|IN|NORTHWEST INDIANA PUBLIC BROADCASTING, INC.|41.349806|-87.399472
WYMT-TV|12|HAZARD|KY|GRAY TELEVISION LICENSEE, LLC|37.193889|-83.181111
WYOU|12|SCRANTON|PA|MISSION BROADCASTING, INC.|41.182778|-75.873611
WYOW|28|EAGLE RIVER|WI|GRAY TELEVISION LICENSEE, LLC|45.774944|-89.248750
WYPX-TV|19|AMSTERDAM|NY|INYO BROADCAST LICENSES LLC|42.636944|-74.000833
WYTV|31|YOUNGSTOWN|OH|WYTV TELEVISION, LLC|41.056500|-80.645278
WYZZ-TV|28|BLOOMINGTON|IL|PEORIA (WYZZ-TV) LICENSEE, INC.|40.645833|-89.179167
WZDX|18|HUNTSVILLE|AL|TEGNA BROADCAST HOLDINGS, LLC|34.736889|-86.533028
WZME|21|BRIDGEPORT|CT|WZME-TV LLC|40.748333|-73.985833
WZMQ|19|MARQUETTE|MI|WZMQ, LLC|46.501722|-87.648889
WZPX-TV|21|BATTLE CREEK|MI|INYO BROADCAST LICENSES LLC|42.570972|-85.469139
WZRB|25|COLUMBIA|SC|ION MEDIA LICENSE COMPANY, LLC|34.044167|-80.997222
WZTV|20|NASHVILLE|TN|WZTV LICENSEE, LLC|36.263833|-86.794139
WZVN-TV|28|NAPLES|FL|MONTCLAIR COMMUNICATIONS, INC.|26.822889|-81.764889
WZZM|13|GRAND RAPIDS|MI|COMBINED COMMUNICATIONS OF OKLAHOMA, LLC|43.309833|-85.912444
KYES-TV|7|Anchorage|AK|GRAY TELEVISION LICENSEE, LLC|61.422222|-149.874444
KTNL-TV|7|Sitka|AK|BRIDGE NEWS LLC|57.050278|-135.335528
KTNL-TV|7|Sitka|AK|BRIDGE NEWS LLC|57.049889|-135.336194
KAKM|8|Anchorage|AK|ALASKA PUBLIC MEDIA|61.422222|-149.874444
KUAC-TV|9|Fairbanks|AK|UNIVERSITY OF ALASKA|64.911111|-147.779722
KTUU-TV|10|Anchorage|AK|GRAY TELEVISION LICENSEE, LLC|61.422222|-149.874444
KTOO-TV|10|Juneau|AK|KTOO PUBLIC MEDIA|58.299583|-134.414556
KJUD|11|Juneau|AK|KATN AND KJUD LICENSE, LLC|58.301111|-134.442222
KYUR|12|Anchorage|AK|KYUR LICENSE LLC|61.422222|-149.874444
KUBD|13|Ketchikan|AK|GRAY TELEVISION LICENSEE, LLC|55.349750|-131.674472
KATN|18|Fairbanks|AK|KATN AND KJUD LICENSE, LLC|64.921778|-147.716028
KTBY|20|Anchorage|AK|KTBY LICENSE LLC|61.219167|-149.892222
KJNP-TV|20|Northpole|AK|CHRISTIAN BROADCASTING, INC.|64.878722|-148.056306
KJNP-TV|20|Northpole|AK|CHRISTIAN BROADCASTING, INC.|64.878722|-148.056306
NEW|26|Anchorage|AK|CHRISTIAN BROADCASTING, INC.|61.484944|-149.766917
KTVF|26|Fairbanks|AK|GRAY TELEVISION LICENSEE, LLC|64.878722|-148.056306
KTVA|28|Anchorage|AK|ALASKA PUBLIC MEDIA|61.192083|-149.902361
KTVA|28|Anchorage|AK|ALASKA PUBLIC MEDIA|61.192083|-149.902361
KDMD|33|Anchorage|AK|BRIDGE NEWS LLC|61.335778|-149.515611
WDPN-TV|2|Wilmington|DE|MARANATHA BROADCASTING COMPANY, INC.|40.041694|-75.236139
WMDE|5|Dover|DE|RNN D.C. LICENSE CO., LLC|38.954944|-76.092694
WHYY-TV|13|Wilmington|DE|WHYY, INC.|40.041917|-75.239417
WDPB|24|Seaford|DE|WHYY, INC.|38.654444|-75.610833
WPPX-TV|34|Wilmington|DE|ION TELEVISION LICENSE, LLC|40.044167|-75.240278
WLBZ|2|Bangor|ME|TEGNA EAST COAST BROADCASTING, LLC|44.736167|-68.670861
WVII-TV|7|Bangor|ME|BANGOR COMMUNICATIONS, LLC|44.759778|-68.566417
WMTW|8|Polandspring|ME|HEARST PROPERTIES INC.|43.845556|-70.761389
WAGM-TV|8|Presqueisle|ME|GRAY TELEVISION LICENSEE, LLC|46.551139|-67.808889
WMED-TV|10|Calais|ME|MAINE PUBLIC BROADCASTING CORPORATION|45.029222|-67.323028
WMEM-TV|10|Presqueisle|ME|MAINE PUBLIC BROADCASTING CORPORATION|46.550694|-67.808833
WABI-TV|13|Bangor|ME|GRAY TELEVISION LICENSEE, LLC|44.703472|-69.079278
WGME-TV|15|Portland|ME|WGME LICENSEE, LLC|43.924722|-70.490833
WPFO|17|Waterville|ME|WGME LICENSEE, LLC|43.924722|-70.490833
WCBB|20|Augusta|ME|MAINE PUBLIC BROADCASTING CORPORATION|44.154167|-70.009722
WMEB-TV|22|Orono|ME|MAINE PUBLIC BROADCASTING CORPORATION|44.762500|-68.565556
WIPL|24|Lewiston|ME|ION MEDIA LICENSE COMPANY, LLC|43.845556|-70.761389
WCSH|31|Portland|ME|TEGNA EAST COAST BROADCASTING, LLC|43.858333|-70.710833
WPXT|34|Portland|ME|HEARST PROPERTIES INC.|43.845556|-70.761389
WMEA-TV|36|Biddeford|ME|MAINE PUBLIC BROADCASTING CORPORATION|43.416750|-70.804222
